Transporter	Inhibitor	IC50 (uM)	KI (uM)	Substrate used	Cell system	References	OtherLink	
SLC22A2	Berberine	8		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT2	24246570		
SLC22A2	Berberine	0.371		serotonin	MDCK-OCT2	24246570		
SLC22A2	Berberine	0.438		norepinephrine	MDCK-OCT2	24246570		
SLC22A2	Decynium-22	0.0014		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT2	24246570		
SLC22A2	Decynium-22	0.0012		serotonin	MDCK-OCT2	24246570		
SLC22A2	Decynium-22	0.005		norepinephrine	MDCK-OCT2	24246570		
SLC22A2	Amodiaquine	11		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT2	29061131		
SLC22A2	Proguanil	13		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT2	29061131		
SLC22A2	Pyrimethamine	1.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT2	29061131		
SLC22A2	Quinine	3.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT2	29061131		
SLC22A2	Ethidium	0.8		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	1-methyl-4-phenylpyridinium (MPP+)	7		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	Imipramine	28.9		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	Diphenidol	34.3		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	NBD-MTMA	46		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	TEA	77		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	Quinidine	92.6		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	Cimetidine	113		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	Tramadol	140.1		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	Metformin	223		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	TMA	301		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	Choline	435		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	28615288		
SLC22A2	Verapamil	21.4		para-Aminosalicylic acid (PAS)	HEK293-OCT2	28223391		
SLC22A2	Cimetidine	111.5		para-Aminosalicylic acid (PAS)	HEK293-OCT2	28223391		
SLC22A2	Metformin	125.6		para-Aminosalicylic acid (PAS)	HEK293-OCT2	28223391		
SLC22A2	Quinidine	10.7		para-Aminosalicylic acid (PAS)	HEK293-OCT2	28223391		
SLC22A2	Omeprazole	5.53		para-Aminosalicylic acid (PAS)	HEK293-OCT2	28223391		
SLC22A2	Lansoprazole	13		para-Aminosalicylic acid (PAS)	HEK293-OCT2	28223391		
SLC22A2	Chelerythrine	10.8		1-methyl-4-phenylpyridinium (MPP+)	 OCT2	28093031		
SLC22A2	Olaparib	19.9		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	27684210		
SLC22A2	Verapamil	66		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	27550354		
SLC22A2	para-aminosalicylate acid (PAS)	94.2		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	27550354		
SLC22A2	Ethambutol 	229		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	27550354		
SLC22A2	Verapamil	36		Metformin	HEK293-OCT2	27550354		
SLC22A2	para-aminosalicylate acid (PAS)	85.8		Metformin	HEK293-OCT2	27550354		
SLC22A2	Ethambutol 	189.2		Metformin	HEK293-OCT2	27550354		
SLC22A2	Amantadine	27.1		Metformin	CHO-OCT2	29884691		
SLC22A2	Amitriptyline	2.4		Metformin	CHO-OCT2	29884691		
SLC22A2	Anastrozole	51.1		Metformin	CHO-OCT2	29884691		
SLC22A2	Atomoxetine	6.6		Metformin	CHO-OCT2	29884691		
SLC22A2	Atropine	1.3		Metformin	CHO-OCT2	29884691		
SLC22A2	Benztropine	0.4		Metformin	CHO-OCT2	29884691		
SLC22A2	Bupropion	8.6		Metformin	CHO-OCT2	29884691		
SLC22A2	Buspirone	10.2		Metformin	CHO-OCT2	29884691		
SLC22A2	Fluoxetine	18.6		Metformin	CHO-OCT2	29884691		
SLC22A2	Imipramine	0.4		Metformin	CHO-OCT2	29884691		
SLC22A2	Irinotecan	3.3		Metformin	CHO-OCT2	29884691		
SLC22A2	Mexiletine	21.5		Metformin	CHO-OCT2	29884691		
SLC22A2	Naloxone	29.5		Metformin	CHO-OCT2	29884691		
SLC22A2	Pilocarpine	34.5		Metformin	CHO-OCT2	29884691		
SLC22A2	Quinidine	18.6		Metformin	CHO-OCT2	29884691		
SLC22A2	Tacrine	0.6		Metformin	CHO-OCT2	29884691		
SLC22A2	Trimethoprim	19.8		Metformin	CHO-OCT2	29884691		
SLC22A2	Tripelennamine	2.1		Metformin	CHO-OCT2	29884691		
SLC22A2	Tropicamide	94.3		Metformin	CHO-OCT2	29884691		
SLC22A2	Verapamil	10.3		Metformin	CHO-OCT2	29884691		
SLC22A2	Amantadine	51		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Amitriptyline	11.3		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Anastrozole	327.6		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Atomoxetine	20.4		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Atropine	12.4		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Benztropine	13.4		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Bupropion	32.2		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Buspirone	68.5		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Fluoxetine	56.7		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Imipramine	4.9		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Irinotecan	15.6		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Mexiletine	50.4		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Naloxone	235.7		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Pilocarpine	109.3		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Quinidine	91.1		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Tacrine	2.3		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Trimethoprim	199.2		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Tripelennamine	12.1		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Tropicamide	691.5		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Verapamil	49.7		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	29884691		
SLC22A2	Amantadine	32.1		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Amitriptyline	5		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Anastrozole	113.4		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Atomoxetine	12.8		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Atropine	3.4		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Benztropine	1		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Bupropion	13.4		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Buspirone	19.8		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Fluoxetine	36		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Imipramine	1.3		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Irinotecan	4.5		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Mexiletine	28.5		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Naloxone	67.3		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Pilocarpine	61.9		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Quinidine	23.6		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Tacrine	0.9		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Trimethoprim	50.2		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Tripelennamine	5		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Tropicamide	205.4		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Verapamil	17.8		Tetraethylammonium	CHO-OCT2	29884691		
SLC22A2	Amantadine	24.5		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Amitriptyline	4		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Anastrozole	86		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Atomoxetine	7.6		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Atropine	2.3		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Benztropine	0.8		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Bupropion	10.8		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Buspirone	19.6		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Fluoxetine	20.1		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Imipramine	1.4		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Irinotecan	3.2		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Mexiletine	30.5		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Naloxone	55.1		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Pilocarpine	48.2		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Quinidine	18.7		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Tacrine	1		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Trimethoprim	43		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Tripelennamine	5.7		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Tropicamide	189		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Verapamil	9.7		NBD-MTMA	CHO-OCT2	29884691		
SLC22A2	Amantadine	10.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Amitriptyline	1.8		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Anastrozole	39.2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Atomoxetine	3.5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Atropine	1.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Benztropine	0.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Bupropion	11.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Buspirone	8.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Fluoxetine	16.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Imipramine	0.5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Irinotecan	1.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Mexiletine	19.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Naloxone	20.3		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Pilocarpine	55.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Quinidine	6.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Tacrine	0.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Trimethoprim	14.1		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Tripelennamine	3.7		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Tropicamide	141.4		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Verapamil	4.6		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	CHO-OCT2	29884691		
SLC22A2	Imipramine	3.9		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	23709117		
SLC22A2	Clonidine	6		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	23709117		
SLC22A2	Carvedilol	55.2		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	23709117		
SLC22A2	Propranolol	71.6		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	23709117		
SLC22A2	Verapamil	91.9		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	23709117		
SLC22A2	Chloroquine	129		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	23709117		
SLC22A2	Quinidine	91.6		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	23709117		
SLC22A2	Cimetidine	171		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	23709117		
SLC22A2	Metformin	566		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	23709117		
SLC22A2	Trimethoprim	775		1-methyl-4-phenylpyridinium (MPP+)	CHO-OCT2	23709117		
SLC22A2	Ethylacridinium	0.08		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Ipratropium	0.17		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Imipramine	1.4		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Doxepin	1.5		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Amitriptyline	2.5		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Chlorpromazine	2.6		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	1-methyl-4-phenylpyridinium (MPP+)	3		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Propafenone	3.6		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Clonidine	4.5		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Diphenhydramine	5.8		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Carvedilol	13.1		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Verapamil	21		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Quinidine	29.6		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Disopyramide	39		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Propranolol	67.2		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Cimetidine	70.4		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	TEA	110		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Trimethoprim	113		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Chloroquine	117		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	TEMA	125		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Flecainide	234		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Metformin	1180		NBD-MTMA	CHO-OCT2	23709117		
SLC22A2	Imipramine	0.77		Metformin	CHO-OCT2	23709117		
SLC22A2	Clonidine	0.68		Metformin	CHO-OCT2	23709117		
SLC22A2	Verapamil	20		Metformin	CHO-OCT2	23709117		
SLC22A2	Quinidine	6.4		Metformin	CHO-OCT2	23709117		
SLC22A2	Cimetidine	25.4		Metformin	CHO-OCT2	23709117		
SLC22A2	Chloroquine	9.6		Metformin	CHO-OCT2	23709117		
SLC22A2	Veliparib	3913		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	24122511		
SLC22A2	Phenanthriplatin	2		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT2	29888219		
SLC22A2	Ranitidine	482		Trospium	HEK293-OCT2	31542894		
SLC22A2	Linagliptin	80		Metformin	HEK293-OCT2	23073734		
SLC22A2	Ondansetron		85	Metformin	HEK293-OCT2	24001450		
SLC22A2	Methamphetamine	15		Metformin	HEK293-OCT2	28428365		
SLC22A2	Amphetamine	20.3		Metformin	HEK293-OCT2	28428365		
SLC22A2	p-hydroxymethamphetamine (p-OHMA)	83.8		Metformin	HEK293-OCT2	28428365		
SLC22A2	Aconitine	59.2	145.6	Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Amitriptyline	2.4	2.5	Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Atropine	2	2.4	Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Chlorpyrifos	20.7	24.8	Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Diazepam	32.3		Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Fenitrothion	13.2	16.9	Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Haloperidol	32.5	51.6	Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Lidocaine	104.6	86.8	Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Malathion	71.1		Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Mianserin	17.7		Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Nicotine	52.8	57.7	Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Triazolam	65.5		Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Corticosterone	6.7	9.1	Tetraethylammonium	S2-OCT2	23770354		
SLC22A2	Telaprevir	6.4		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	22902721		
SLC22A2	Cimetidine		144	Tetraethylammonium	HEK293-OCT2	22072731		
SLC22A2	Cimetidine		124	Metformin	HEK293-OCT2	22072731		
SLC22A2	Cimetidine		146	1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT2	22072731		
SLC22A2	Cimetidine		104	4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT2	22072731		
SLC22A2	Cimetidine		95	m-iodobenzylguanidine (MIBG)	HEK293-OCT2	22072731		
SLC22A2	Rucaparib	31		Metformin	CHO-OCT2	32129697		
SLC22A1	Indinavir	37		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18490433		
SLC22A1	Lamivudine	17		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18490433		
SLC22A1	Nelfinavir	7		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18490433		
SLC22A1	Pentamidine	0.4		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18490433		
SLC22A1	Saquinavir	37		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18490433		
SLC22A1	Trimethoprim	20		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18490433		
SLC22A1	Zalcitabine	24		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	18490433		
SLC22A1	Afatinib	80		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Bosutinib	2.06		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Cediranib	54		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Erlotinib	86		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Foretinib	74		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Gefitinib	57		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Lapatinib	96		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Neratinib	77		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Nilotinib	91		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Pelitinib	76		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Sorafenib	99		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Sunitinib	67		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Vandetanib	68		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	25165131		
SLC22A1	Artemisinin	4.2		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	27504015		
SLC22A1	Mefloquine	6.6		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	27504015		
SLC22A1	Pyrimethamine	8.5		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	27504015		
SLC22A1	Quinine	3.5		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	27504015		
SLC22A1	Amphetamine	97		Metformin	HEK293-OCT1	28428365		
SLC22A1	Methamphetamine	21.1		Metformin	HEK293-OCT1	28428365		
SLC22A1	Para-hydroxymethamphetamine	12		Metformin	HEK293-OCT1	28428365		
SLC22A1	Tenofovir	>10		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	28104831		
SLC22A1	Verapamil	12		Ethambutol	HEK293-OCT1	30012768		
SLC22A1	Verapamil	3.9		Prothionamide	HEK293-OCT1	30012768		
SLC22A1	Carvedilol	1.4		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	21641380		
SLC22A1	Diltiazem	1.7		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	21641380		
SLC22A1	Flecainide	2.5		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	21641380		
SLC22A1	Metoprolol	52.6		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	21641380		
SLC22A1	Nifedipine	31.1		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	21641380		
SLC22A1	Propafenone	1		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	21641380		
SLC22A1	Propranolol	1.3		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	21641380		
SLC22A1	Spironolactone	1.2		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	21641380		
SLC22A1	Talinolol	23.7		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	21641380		
SLC22A1	Verapamil	1.2		1-methyl-4-phenylpyridinium (MPP+)	MDCK-OCT1	21641380		
SLC22A1	Amitriptyline	3.47		Sumatriptan	HEK293-OCT1	26659468		
SLC22A1	Domperidone	32.8		Sumatriptan	HEK293-OCT1	26659468		
SLC22A1	Eletriptan	6.8		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	26659468		
SLC22A1	Metoclopramide	15.9		Sumatriptan	HEK293-OCT1	26659468		
SLC22A1	Naratriptan	25		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	26659468		
SLC22A1	Propranolol	6.2		Sumatriptan	HEK293-OCT1	26659468		
SLC22A1	Rizatriptan	41		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	26659468		
SLC22A1	Sumatriptan	47		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	26659468		
SLC22A1	Zolmitriptan	>1000		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	26659468		
SLC22A1	Cimetidine	275		Metformin	Caco-OCT1	28971610		
SLC22A1	Pyrimethamine	4.46		Metformin	Caco-OCT1	28971610		
SLC22A1	Trimethoprim	27.7		Metformin	Caco-OCT1	28971610		
SLC22A1	Imatinib	5		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	23284953		
SLC22A1	Amitriptyline	1.89		Morphine	HEK293-OCT1	30361780		
SLC22A1	Fluoxetine	9.1		Morphine	HEK293-OCT1	30361780		
SLC22A1	Imipramine	4.03		Morphine	HEK293-OCT1	30361780		
SLC22A1	Irinotecan	1.4		Morphine	HEK293-OCT1	30361780		
SLC22A1	Ondansetron	0.3		Morphine	HEK293-OCT1	30361780		
SLC22A1	Verapamil	9.62		Morphine	HEK293-OCT1	30361780		
SLC22A1	Amitriptyline	58.1		Rhodamine 123	HEK293-OCT1	22913740		
SLC22A1	Rhodamine 123	0.37		Tetraethylammonium	HEK293-OCT1	22913740		
SLC22A1	Verapamil	33.2		Rhodamine 123	HEK293-OCT1	22913740		
SLC22A1	Atropine	3		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27676604		
SLC22A1	Butylscopolamine	28		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27676604		
SLC22A1	Homatropine	4		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27676604		
SLC22A1	Ipratropium	17		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27676604		
SLC22A1	Scopolamine	6.7		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27676604		
SLC22A1	Trospium	15		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27676604		
SLC22A1	Darunavir	16		Tetraethylammonium	KCL22-OCT1	25914645		
SLC22A1	Efavirenz	7.4		Tetraethylammonium	KCL22-OCT1	25914645		
SLC22A1	Prazosin	2.3		Tetraethylammonium	KCL22-OCT1	25914645		
SLC22A1	Saracatinib	57		4-(4-dimethylamino)styryl-N-methylpyridinium (ASP+)	HEK293-OCT1	28455521		
SLC22A1	Diphenhydramine	4.1		Serotonin	HEK293-OCT1	24688079		
SLC22A1	Fluoxetine	6.2		Serotonin	HEK293-OCT1	24688079		
SLC22A1	Imatinib	10.2		Serotonin	HEK293-OCT1	24688079		
SLC22A1	Verapamil	1.5		Serotonin	HEK293-OCT1	24688079		
SLC22A1	Ethambutol	>100		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27550354		
SLC22A1	Levofloxacin	30.3		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27550354		
SLC22A1	Levofloxacin	22.6		Metformin	HEK293-OCT1	27550354		
SLC22A1	Pyrazinamide	36.5		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27550354		
SLC22A1	Pyrazinamide	25.8		Metformin	HEK293-OCT1	27550354		
SLC22A1	Rifabutin	42.7		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27550354		
SLC22A1	Rifabutin	38.7		Metformin	HEK293-OCT1	27550354		
SLC22A1	Verapamil	1.1		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	27550354		
SLC22A1	Verapamil	0.8		Metformin	HEK293-OCT1	27550354		
SLC22A1	Corticosterone	21.7		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	12110607		
SLC22A1	Decynium-22	0.98		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	12110607		
SLC22A1	O-methylisoprenaline	>100		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	12110607		
SLC22A1	Phenoxybenzamine	2.72		1-methyl-4-phenylpyridinium (MPP+)	HEK293-OCT1	12110607		
